Stages_Data,,,,,,,
English,,,,,,,
Time,Miles,MPH,Watts,HR,RPM,Resistance,Relative Resistance
10:06,2.7005,18.21,117,0,85,14,58
10:07,2.7061,18.21,117,0,85,13,54
10:08,2.7098,17.34,94,0,84,12,50
10:09,2.7129,16.35,72,0,82,11,46
10:10,2.7173,14.9,48,0,79,10,42
10:11,2.7204,13.74,48,0,79,10,42
10:12,2.7241,13.92,49,0,80,10,42
10:13,2.7284,14.45,52,0,83,10,42
10:14,2.7315,14.99,53,0,84,10,42
10:15,2.7359,15.17,54,0,85,10,42
10:16,2.7402,15.17,54,0,85,10,42
10:17,2.7434,15.17,54,0,85,10,42
10:18,2.7477,15.17,54,0,85,10,42
10:19,2.7521,14.99,53,0,84,10,42
10:20,2.7564,14.81,51,0,82,10,42
10:21,2.7595,14.63,51,0,82,10,42
10:22,2.7639,14.63,50,0,81,10,42
10:23,2.7688,14.45,50,0,81,10,42
10:24,2.7713,14.45,51,0,82,10,42
10:25,2.7757,14.81,52,0,83,10,42
10:26,2.7794,14.81,51,0,82,10,42
10:27,2.7825,14.63,49,0,80,10,42
10:28,2.7862,14.27,47,0,78,10,42
10:29,2.7906,13.2,47,0,78,10,42
10:30,2.7955,14.99,54,0,85,10,42
10:31,2.7987,15.17,55,0,86,10,42
10:32,2.803,15.35,55,0,86,10,42
10:33,2.8074,15.53,57,0,87,10,42
10:34,2.8105,15.53,57,0,87,10,42
10:35,2.8161,15.53,55,0,86,10,42
10:36,2.8192,15.35,55,0,86,10,42
10:37,2.8241,15.35,55,0,86,10,42
10:38,2.8285,15.35,57,0,87,10,42
10:39,2.8316,15.53,58,0,88,10,42
10:40,2.8359,15.71,58,0,88,10,42
10:41,2.8409,15.71,58,0,88,10,42
10:42,2.8453,15.71,58,0,88,10,42
10:43,2.849,15.71,57,0,87,10,42
10:44,2.8527,15.53,55,0,86,10,42
10:45,2.8577,15.35,55,0,86,10,42
10:46,2.8608,15.17,54,0,85,10,42
10:47,2.8645,14.99,53,0,84,10,42
10:48,2.8695,14.99,53,0,84,10,42
10:49,2.8726,14.99,53,0,84,10,42
10:50,2.8769,15.17,54,0,85,10,42
10:51,2.8819,15.17,54,0,85,10,42
10:52,2.885,15.17,53,0,84,10,42
10:53,2.8888,14.99,52,0,83,10,42
10:54,2.8931,14.63,51,0,82,10,42
10:55,2.8975,14.63,51,0,82,10,42
10:56,2.9006,14.81,52,0,83,10,42
10:57,2.9049,14.81,52,0,83,10,42
10:58,2.9093,14.81,52,0,83,10,42
10:59,2.9124,14.81,52,0,83,10,42
11:00,2.9167,14.81,52,0,83,10,42
11:01,2.9217,14.81,52,0,83,10,42
11:02,2.9254,15.45,64,0,84,11,46
11:03,2.9285,16.35,75,0,84,12,50
11:04,2.9329,17.14,92,0,83,13,54
11:05,2.9378,16.93,88,0,82,13,54
11:06,2.9403,16.52,108,0,81,14,58
11:07,2.9459,17.34,108,0,81,14,58
11:08,2.9509,17.14,106,0,80,14,58
11:09,2.954,16.92,104,0,79,14,58
11:10,2.959,17.14,106,0,80,14,58
11:11,2.9639,17.14,108,0,81,14,58
11:12,2.967,17.34,106,0,80,14,58
11:13,2.972,17.34,106,0,80,14,58
11:14,2.977,17.34,112,0,83,14,58
11:15,2.9801,17.99,117,0,85,14,58
11:16,2.9857,18.21,115,0,84,14,58
11:17,2.9913,17.78,112,0,83,14,58
11:18,2.995,17.78,112,0,83,14,58
11:19,3.0006,17.78,112,0,83,14,58
11:20,3.0062,17.78,112,0,83,14,58
11:21,3.0112,17.78,112,0,83,14,58
11:22,3.0149,17.78,115,0,84,14,58
11:23,3.0205,17.99,112,0,83,14,58
11:24,3.0242,17.78,112,0,83,14,58
11:25,3.0298,17.78,112,0,83,14,58
11:26,3.0348,17.78,112,0,83,14,58
11:27,3.0404,17.78,112,0,83,14,58
11:28,3.0441,17.78,112,0,83,14,58
11:29,3.0497,17.78,112,0,83,14,58
11:30,3.0553,17.78,112,0,83,14,58
11:31,3.0584,17.78,112,0,83,14,58
11:32,3.064,17.78,110,0,82,14,58
11:33,3.0696,17.56,110,0,82,14,58
11:34,3.0745,17.78,112,0,83,14,58
11:35,3.0777,17.78,115,0,84,14,58
11:36,3.0826,17.99,115,0,84,14,58
11:37,3.0882,17.99,115,0,84,14,58
11:38,3.0919,17.99,115,0,84,14,58
11:39,3.0975,17.78,112,0,83,14,58
11:40,3.1031,17.78,112,0,83,14,58
11:41,3.1081,17.78,112,0,83,14,58
11:42,3.1112,17.56,110,0,82,14,58
11:43,3.1168,17.56,110,0,82,14,58
11:44,3.1224,17.56,110,0,82,14,58
11:45,3.1261,17.56,110,0,82,14,58
11:46,3.1311,17.56,110,0,82,14,58
11:47,3.1367,17.78,112,0,83,14,58
11:48,3.1404,17.78,112,0,83,14,58
11:49,3.1454,17.99,115,0,84,14,58
11:50,3.151,17.99,115,0,84,14,58
11:51,3.1566,17.99,115,0,84,14,58
11:52,3.1603,17.99,115,0,84,14,58
11:53,3.1659,17.99,115,0,84,14,58
11:54,3.1709,17.99,115,0,84,14,58
11:55,3.1752,17.99,115,0,84,14,58
11:56,3.1808,17.99,115,0,84,14,58
11:57,3.1858,17.78,112,0,83,14,58
11:58,3.1895,17.78,112,0,83,14,58
11:59,3.1945,17.99,115,0,84,14,58
12:00,3.1994,17.78,115,0,84,14,58
12:01,3.2044,17.78,115,0,84,14,58
12:02,3.2081,17.99,112,0,83,14,58
12:03,3.2137,17.99,112,0,83,14,58
12:04,3.2193,17.99,112,0,83,14,58
12:05,3.2231,17.99,112,0,83,14,58
12:06,3.2286,17.99,112,0,83,14,58
12:07,3.2336,17.56,110,0,82,14,58
12:08,3.2373,17.56,110,0,82,14,58
12:09,3.2423,17.78,112,0,83,14,58
12:10,3.2479,17.78,112,0,83,14,58
12:11,3.2516,17.78,112,0,83,14,58
12:12,3.2566,17.78,112,0,83,14,58
12:13,3.2622,17.78,112,0,83,14,58
12:14,3.2678,17.78,112,0,83,14,58
12:15,3.2715,17.78,112,0,83,14,58
12:16,3.2765,17.78,115,0,84,14,58
12:17,3.2821,17.99,115,0,84,14,58
12:18,3.2858,17.99,115,0,84,14,58
12:19,3.2914,17.99,112,0,83,14,58
12:20,3.2964,17.78,110,0,82,14,58
12:21,3.3013,17.56,110,0,82,14,58
12:22,3.3057,17.56,110,0,82,14,58
12:23,3.3107,17.78,112,0,83,14,58
12:24,3.3156,17.78,115,0,84,14,58
12:25,3.3194,17.99,115,0,84,14,58
12:26,3.3243,17.99,115,0,84,14,58
12:27,3.3299,17.99,115,0,84,14,58
12:28,3.3337,17.78,112,0,83,14,58
12:29,3.3392,17.78,112,0,83,14,58
12:30,3.3442,17.78,112,0,83,14,58
12:31,3.3486,17.78,112,0,83,14,58
12:32,3.3542,17.78,112,0,83,14,58
12:33,3.3591,17.78,112,0,83,14,58
12:34,3.3647,17.78,112,0,83,14,58
12:35,3.3685,17.78,115,0,84,14,58
12:36,3.3734,17.99,115,0,84,14,58
12:37,3.379,17.99,115,0,84,14,58
12:38,3.3827,17.99,112,0,83,14,58
12:39,3.3883,17.78,112,0,83,14,58
12:40,3.3933,17.78,112,0,83,14,58
12:41,3.3983,17.99,115,0,84,14,58
12:42,3.402,17.99,112,0,83,14,58
12:43,3.407,17.99,115,0,84,14,58
12:44,3.4126,17.99,115,0,84,14,58
12:45,3.4163,17.99,115,0,84,14,58
12:46,3.4219,17.99,115,0,84,14,58
12:47,3.4275,17.99,115,0,84,14,58
12:48,3.4331,17.99,117,0,85,14,58
12:49,3.4368,18.21,117,0,85,14,58
12:50,3.4418,18.21,115,0,84,14,58
12:51,3.4474,17.99,115,0,84,14,58
12:52,3.4511,17.99,115,0,84,14,58
12:53,3.4567,17.99,115,0,84,14,58
12:54,3.4623,17.99,115,0,84,14,58
12:55,3.4679,17.99,115,0,84,14,58
12:56,3.4716,17.78,112,0,83,14,58
12:57,3.4766,17.78,112,0,83,14,58
12:58,3.4822,17.78,112,0,83,14,58
12:59,3.4859,17.78,112,0,83,14,58
13:00,3.4915,17.78,112,0,83,14,58
13:01,3.4965,17.78,112,0,83,14,58
13:02,3.502,17.78,112,0,83,14,58
13:03,3.5058,17.78,112,0,83,14,58
13:04,3.5107,17.78,115,0,84,14,58
13:05,3.5163,17.99,115,0,84,14,58
13:06,3.5201,17.99,115,0,84,14,58
13:07,3.5257,17.99,115,0,84,14,58
13:08,3.5313,17.99,112,0,83,14,58
13:09,3.5344,17.99,115,0,84,14,58
13:10,3.54,17.99,115,0,84,14,58
13:11,3.5455,17.99,115,0,84,14,58
13:12,3.5493,17.99,112,0,83,14,58
13:13,3.5549,17.78,112,0,83,14,58
13:14,3.5605,17.78,112,0,83,14,58
13:15,3.5654,17.78,112,0,83,14,58
13:16,3.5692,17.78,112,0,83,14,58
13:17,3.5747,17.78,112,0,83,14,58
13:18,3.5803,17.78,112,0,83,14,58
13:19,3.5841,17.78,112,0,83,14,58
13:20,3.589,17.78,112,0,83,14,58
13:21,3.5953,17.78,112,0,83,14,58
13:22,3.5984,17.78,112,0,83,14,58
13:23,3.604,17.78,112,0,83,14,58
13:24,3.6095,17.78,112,0,83,14,58
13:25,3.6151,17.78,112,0,83,14,58
13:26,3.6189,17.78,112,0,83,14,58
13:27,3.6238,17.78,112,0,83,14,58
13:28,3.6294,17.78,112,0,83,14,58
13:29,3.6332,17.78,112,0,83,14,58
13:30,3.6387,17.78,110,0,82,14,58
13:31,3.6443,17.56,110,0,82,14,58
13:32,3.6481,17.56,110,0,82,14,58
13:33,3.653,17.56,110,0,82,14,58
13:34,3.6586,17.56,110,0,82,14,58
13:35,3.6636,17.56,110,0,82,14,58
13:36,3.6673,17.56,110,0,82,14,58
13:37,3.6729,17.56,110,0,82,14,58
13:38,3.6779,17.56,110,0,82,14,58
13:39,3.6835,17.56,110,0,82,14,58
13:40,3.6872,17.56,110,0,82,14,58
13:41,3.6922,17.56,112,0,83,14,58
13:42,3.6978,17.78,112,0,83,14,58
13:43,3.7015,17.78,112,0,83,14,58
13:44,3.7071,17.78,112,0,83,14,58
13:45,3.7127,17.78,112,0,83,14,58
13:46,3.7164,17.78,112,0,83,14,58
13:47,3.722,17.78,112,0,83,14,58
13:48,3.727,17.78,112,0,83,14,58
13:49,3.7326,17.78,112,0,83,14,58
13:50,3.7357,17.99,115,0,84,14,58
13:51,3.7413,17.99,115,0,84,14,58
13:52,3.7469,17.99,115,0,84,14,58
13:53,3.7506,17.78,112,0,83,14,58
13:54,3.7562,17.78,112,0,83,14,58
13:55,3.7618,17.78,112,0,83,14,58
13:56,3.7649,17.99,115,0,84,14,58
13:57,3.7705,17.99,115,0,84,14,58
13:58,3.7761,17.78,112,0,83,14,58
13:59,3.781,17.78,112,0,83,14,58
14:00,3.7848,17.78,112,0,83,14,58
14:01,3.7904,17.78,112,0,83,14,58
14:02,3.7953,17.78,115,0,84,14,58
14:03,3.7991,17.99,112,0,83,14,58
14:04,3.8047,17.99,112,0,83,14,58
14:05,3.8096,17.99,110,0,82,14,58
14:06,3.8134,17.56,110,0,82,14,58
14:07,3.8189,17.56,110,0,82,14,58
14:08,3.8239,17.56,108,0,81,14,58
14:09,3.8276,17.34,108,0,81,14,58
14:10,3.8332,17.34,108,0,81,14,58
14:11,3.8382,17.34,108,0,81,14,58
14:12,3.8419,17.34,110,0,82,14,58
14:13,3.8475,17.56,110,0,82,14,58
14:14,3.8525,17.56,110,0,82,14,58
14:15,3.8581,17.56,110,0,82,14,58
14:16,3.8612,17.78,112,0,83,14,58
14:17,3.8668,17.78,112,0,83,14,58
14:18,3.8724,17.78,112,0,83,14,58
14:19,3.8774,17.99,115,0,84,14,58
14:20,3.8811,17.99,115,0,84,14,58
14:21,3.8867,17.99,115,0,84,14,58
14:22,3.8923,17.78,112,0,83,14,58
14:23,3.8954,17.78,112,0,83,14,58
14:24,3.901,17.78,112,0,83,14,58
14:25,3.9059,17.78,115,0,84,14,58
14:26,3.9097,17.99,115,0,84,14,58
14:27,3.9153,17.99,115,0,84,14,58
14:28,3.9209,17.99,115,0,84,14,58
14:29,3.9264,17.99,115,0,84,14,58
14:30,3.9302,17.99,112,0,83,14,58
14:31,3.9358,17.78,112,0,83,14,58
14:32,3.9407,17.78,112,0,83,14,58
14:33,3.9445,17.78,110,0,82,14,58
14:34,3.9494,17.56,110,0,82,14,58
14:35,3.955,17.56,110,0,82,14,58
14:36,3.9588,17.56,112,0,83,14,58
14:37,3.9637,17.78,112,0,83,14,58
14:38,3.9693,17.78,112,0,83,14,58
14:39,3.9743,17.78,112,0,83,14,58
14:40,3.978,17.78,112,0,83,14,58
14:41,3.9836,17.78,112,0,83,14,58
14:42,3.9886,17.78,115,0,84,14,58
14:43,3.9923,17.99,115,0,84,14,58
14:44,3.9985,17.99,115,0,84,14,58
14:45,4.0035,17.99,115,0,84,14,58
14:46,4.0072,17.99,115,0,84,14,58
14:47,4.0128,17.99,115,0,84,14,58
14:48,4.0184,17.99,115,0,84,14,58
14:49,4.024,17.99,115,0,84,14,58
14:50,4.0277,17.78,112,0,83,14,58
14:51,4.0327,17.78,112,0,83,14,58
14:52,4.0383,17.78,112,0,83,14,58
14:53,4.042,17.78,112,0,83,14,58
14:54,4.0476,17.78,112,0,83,14,58
14:55,4.0526,17.56,110,0,82,14,58
14:56,4.0576,17.56,110,0,82,14,58
14:57,4.0613,17.56,110,0,82,14,58
14:58,4.0669,17.56,110,0,82,14,58
14:59,4.0718,17.56,110,0,82,14,58
15:00,4.0756,17.56,110,0,82,14,58
15:01,4.0812,17.56,110,0,82,14,58
15:02,4.0861,17.78,112,0,83,14,58
15:03,4.0905,16.93,90,0,83,13,54
15:04,4.0942,16.93,88,0,82,13,54
15:05,4.0992,16.73,90,0,83,13,54
15:06,4.1035,16.93,92,0,84,13,54
15:07,4.1073,17.14,92,0,84,13,54
15:08,4.1129,17.14,92,0,84,13,54
15:09,4.1172,17.14,90,0,83,13,54
15:10,4.1209,16.93,90,0,83,13,54
15:11,4.1259,16.93,90,0,83,13,54
15:12,4.1309,17.14,92,0,84,13,54
15:13,4.1346,17.14,90,0,83,13,54
15:14,4.139,16.93,88,0,82,13,54
15:15,4.1445,16.73,88,0,82,13,54
15:16,4.1477,16.73,88,0,82,13,54
15:17,4.1526,16.73,88,0,82,13,54
15:18,4.1576,16.73,88,0,82,13,54
15:19,4.1632,16.73,88,0,82,13,54
15:20,4.1669,16.73,88,0,82,13,54
15:21,4.1719,16.73,88,0,82,13,54
15:22,4.1769,16.93,90,0,83,13,54
15:23,4.1806,16.93,90,0,83,13,54
15:24,4.1856,16.93,90,0,83,13,54
15:25,4.1905,17.14,92,0,84,13,54
15:26,4.1955,17.14,92,0,84,13,54
15:27,4.1992,17.14,90,0,83,13,54
15:28,4.2042,16.93,90,0,83,13,54
15:29,4.2098,16.93,90,0,83,13,54
15:30,4.2129,16.93,90,0,83,13,54
15:31,4.2185,16.93,90,0,83,13,54
15:32,4.2235,16.93,90,0,83,13,54
15:33,4.2266,16.93,90,0,83,13,54
15:34,4.2322,16.93,90,0,83,13,54
15:35,4.2371,16.93,88,0,82,13,54
15:36,4.2402,16.93,90,0,83,13,54
15:37,4.2452,16.93,90,0,83,13,54
15:38,4.2502,16.73,88,0,82,13,54
15:39,4.2551,16.73,88,0,82,13,54
15:40,4.2589,16.73,88,0,82,13,54
15:41,4.2638,16.93,90,0,83,13,54
15:42,4.2688,16.93,90,0,83,13,54
15:43,4.2725,17.14,92,0,84,13,54
15:44,4.2775,17.14,92,0,84,13,54
15:45,4.2831,17.14,92,0,84,13,54
15:46,4.2881,17.14,92,0,84,13,54
15:47,4.2918,17.14,92,0,84,13,54
15:48,4.2968,17.14,92,0,84,13,54
15:49,4.3018,17.14,90,0,83,13,54
15:50,4.3055,16.93,90,0,83,13,54
15:51,4.3105,16.93,90,0,83,13,54
15:52,4.3154,16.93,92,0,84,13,54
15:53,4.3185,17.14,90,0,83,13,54
15:54,4.3235,16.93,90,0,83,13,54
15:55,4.3285,16.93,90,0,83,13,54
15:56,4.3341,16.93,90,0,83,13,54
15:57,4.3372,16.93,92,0,84,13,54
15:58,4.3428,17.14,92,0,84,13,54
15:59,4.3477,16.93,90,0,83,13,54
16:00,4.3508,16.93,88,0,82,13,54
16:01,4.3558,16.73,90,0,83,13,54
16:02,4.3608,16.93,90,0,83,13,54
16:03,4.3664,16.93,90,0,83,13,54
16:04,4.3695,16.93,90,0,83,13,54
16:05,4.3745,16.93,90,0,83,13,54
16:06,4.38,16.93,90,0,83,13,54
16:07,4.3838,16.93,90,0,83,13,54
16:08,4.3881,16.73,90,0,83,13,54
16:09,4.3931,16.93,88,0,82,13,54
16:10,4.3962,16.93,90,0,83,13,54
16:11,4.4018,16.93,90,0,83,13,54
16:12,4.4068,16.93,90,0,83,13,54
16:13,4.4105,16.93,90,0,83,13,54
16:14,4.4155,16.93,90,0,83,13,54
16:15,4.4204,16.93,90,0,83,13,54
16:16,4.4254,16.73,88,0,82,13,54
16:17,4.4291,16.73,88,0,82,13,54
16:18,4.4341,16.73,88,0,82,13,54
16:19,4.4391,16.73,88,0,82,13,54
16:20,4.4428,16.73,90,0,83,13,54
16:21,4.4478,16.93,90,0,83,13,54
16:22,4.4527,16.93,90,0,83,13,54
16:23,4.4577,16.93,90,0,83,13,54
16:24,4.4614,16.93,90,0,83,13,54
16:25,4.4664,16.93,90,0,83,13,54
16:26,4.4714,16.93,90,0,83,13,54
16:27,4.4751,16.93,90,0,83,13,54
16:28,4.4801,16.93,90,0,83,13,54
16:29,4.4857,17.14,92,0,84,13,54
16:30,4.4894,17.14,92,0,84,13,54
16:31,4.4944,16.93,90,0,83,13,54
16:32,4.4993,16.93,90,0,83,13,54
16:33,4.5031,17.14,92,0,84,13,54
16:34,4.508,17.34,94,0,85,13,54
16:35,4.513,17.34,94,0,85,13,54
16:36,4.5186,17.34,94,0,85,13,54
16:37,4.5217,17.34,94,0,85,13,54
16:38,4.5267,17.34,92,0,84,13,54
16:39,4.5323,17.14,92,0,84,13,54
16:40,4.5354,17.14,90,0,83,13,54
16:41,4.5404,16.93,90,0,83,13,54
16:42,4.546,16.93,90,0,83,13,54
16:43,4.5497,16.93,90,0,83,13,54
16:44,4.5546,16.93,90,0,83,13,54
16:45,4.5596,16.73,88,0,82,13,54
16:46,4.5652,16.73,88,0,82,13,54
16:47,4.5677,16.93,90,0,83,13,54
16:48,4.5733,16.93,90,0,83,13,54
16:49,4.5783,16.93,90,0,83,13,54
16:50,4.582,16.93,92,0,84,13,54
16:51,4.5863,17.14,92,0,84,13,54
16:52,4.5919,17.14,92,0,84,13,54
16:53,4.5969,17.14,92,0,84,13,54
16:54,4.6,17.34,94,0,85,13,54
16:55,4.605,17.14,94,0,85,13,54
16:56,4.61,16.93,90,0,83,13,54
16:57,4.6137,16.93,92,0,84,13,54
16:58,4.6187,17.14,92,0,84,13,54
16:59,4.6242,17.14,92,0,84,13,54
17:00,4.6273,17.14,92,0,84,13,54
17:01,4.6329,17.14,92,0,84,13,54
17:02,4.6379,16.93,90,0,83,13,54
17:03,4.641,16.93,90,0,83,13,54
17:04,4.6466,16.93,90,0,83,13,54
17:05,4.6516,16.93,90,0,83,13,54
17:06,4.6553,16.93,90,0,83,13,54
17:07,4.6603,16.93,92,0,84,13,54
17:08,4.6653,17.14,92,0,84,13,54
17:09,4.6708,17.14,92,0,84,13,54
17:10,4.674,17.14,94,0,85,13,54
17:11,4.6789,17.34,94,0,85,13,54
17:12,4.6839,17.34,94,0,85,13,54
17:13,4.6876,17.34,94,0,85,13,54
17:14,4.6932,17.54,96,0,86,13,54
17:15,4.6976,17.54,98,0,87,13,54
17:16,4.7032,17.75,96,0,86,13,54
17:17,4.7063,17.54,94,0,85,13,54
17:18,4.7112,17.34,94,0,85,13,54
17:19,4.7168,17.34,94,0,85,13,54
17:20,4.7199,17.34,94,0,85,13,54
17:21,4.7255,17.34,94,0,85,13,54
17:22,4.7305,17.34,94,0,85,13,54
17:23,4.7361,17.34,94,0,85,13,54
17:24,4.7392,17.54,96,0,86,13,54
17:25,4.7448,17.54,96,0,86,13,54
17:26,4.7504,17.54,96,0,86,13,54
17:27,4.7535,17.54,96,0,86,13,54
17:28,4.7591,17.54,94,0,85,13,54
17:29,4.7641,17.34,92,0,84,13,54
17:30,4.7678,17.14,92,0,84,13,54
17:31,4.7728,17.14,90,0,83,13,54
17:32,4.7777,16.93,90,0,83,13,54
17:33,4.7833,16.93,90,0,83,13,54
17:34,4.7864,16.93,92,0,84,13,54
17:35,4.7914,17.14,92,0,84,13,54
17:36,4.7964,17.14,92,0,84,13,54
17:37,4.8001,17.14,92,0,84,13,54
17:38,4.8051,16.93,90,0,83,13,54
17:39,4.81,16.93,90,0,83,13,54
17:40,4.8138,16.93,90,0,83,13,54
17:41,4.8194,16.93,90,0,83,13,54
17:42,4.8243,16.93,90,0,83,13,54
17:43,4.8281,16.93,90,0,83,13,54
17:44,4.833,16.93,90,0,83,13,54
17:45,4.8386,16.93,90,0,83,13,54
17:46,4.8436,16.93,90,0,83,13,54
17:47,4.8467,16.93,90,0,83,13,54
17:48,4.8517,16.93,92,0,84,13,54
17:49,4.8573,17.14,92,0,84,13,54
17:50,4.8604,17.14,90,0,83,13,54
17:51,4.8653,16.93,90,0,83,13,54
17:52,4.8709,16.93,92,0,84,13,54
17:53,4.8759,17.14,92,0,84,13,54
17:54,4.8796,17.14,92,0,84,13,54
17:55,4.8846,17.14,92,0,84,13,54
17:56,4.8902,17.14,92,0,84,13,54
17:57,4.8933,16.93,90,0,83,13,54
17:58,4.8983,16.93,88,0,82,13,54
17:59,4.9032,16.73,88,0,82,13,54
18:00,4.9082,16.73,110,0,82,14,58
18:01,4.9119,17.56,110,0,82,14,58
18:02,4.9169,17.56,110,0,82,14,58
18:03,4.9219,17.78,115,0,84,14,58
18:04,4.9256,17.99,115,0,84,14,58
18:05,4.9312,17.99,115,0,84,14,58
18:06,4.9368,17.78,112,0,83,14,58
18:07,4.9399,17.78,112,0,83,14,58
18:08,4.9455,17.78,112,0,83,14,58
18:09,4.9511,17.78,112,0,83,14,58
18:10,4.9561,17.78,112,0,83,14,58
18:11,4.9598,17.78,115,0,84,14,58
18:12,4.9654,17.99,115,0,84,14,58
18:13,4.9703,17.99,115,0,84,14,58
18:14,4.9741,17.99,115,0,84,14,58
18:15,4.9797,17.99,115,0,84,14,58
18:16,4.9853,17.99,115,0,84,14,58
18:17,4.9896,17.99,115,0,84,14,58
18:18,4.9946,17.99,115,0,84,14,58
18:19,5.0002,17.99,115,0,84,14,58
18:20,5.0039,17.99,115,0,84,14,58
18:21,5.0095,17.99,115,0,84,14,58
18:22,5.0151,17.99,115,0,84,14,58
18:23,5.0207,17.99,115,0,84,14,58
18:24,5.0244,17.99,115,0,84,14,58
18:25,5.03,17.99,115,0,84,14,58
18:26,5.0356,17.99,115,0,84,14,58
18:27,5.0387,17.78,112,0,83,14,58
18:28,5.0437,17.99,115,0,84,14,58
18:29,5.0493,17.99,115,0,84,14,58
18:30,5.053,17.99,115,0,84,14,58
18:31,5.0586,17.78,112,0,83,14,58
18:32,5.0636,17.78,110,0,82,14,58
18:33,5.0685,17.78,112,0,83,14,58
18:34,5.0716,17.78,112,0,83,14,58
18:35,5.0772,17.78,112,0,83,14,58
18:36,5.0828,17.78,112,0,83,14,58
18:37,5.0865,17.78,112,0,83,14,58
18:38,5.0921,17.78,112,0,83,14,58
18:39,5.0971,17.78,112,0,83,14,58
18:40,5.1008,17.78,112,0,83,14,58
18:41,5.1064,17.78,112,0,83,14,58
18:42,5.112,17.78,112,0,83,14,58
18:43,5.1176,17.78,112,0,83,14,58
18:44,5.1213,17.78,112,0,83,14,58
18:45,5.1269,17.78,112,0,83,14,58
18:46,5.1319,17.78,112,0,83,14,58
18:47,5.1356,17.78,112,0,83,14,58
18:48,5.1412,17.78,112,0,83,14,58
18:49,5.1468,17.78,112,0,83,14,58
18:50,5.1518,17.78,112,0,83,14,58
18:51,5.1555,17.78,112,0,83,14,58
18:52,5.1611,17.78,112,0,83,14,58
18:53,5.1667,17.78,112,0,83,14,58
18:54,5.1717,17.78,112,0,83,14,58
18:55,5.1754,17.78,112,0,83,14,58
18:56,5.181,17.78,112,0,83,14,58
18:57,5.1866,17.78,112,0,83,14,58
18:58,5.1903,17.78,115,0,84,14,58
18:59,5.1953,17.99,112,0,83,14,58
19:00,5.2009,17.78,112,0,83,14,58
19:01,5.2052,17.56,110,0,82,14,58
19:02,5.209,17.56,110,0,82,14,58
19:03,5.2145,17.56,110,0,82,14,58
19:04,5.2201,17.56,110,0,82,14,58
19:05,5.2239,17.56,110,0,82,14,58
19:06,5.2288,17.56,108,0,81,14,58
19:07,5.2338,17.34,110,0,82,14,58
19:08,5.2375,17.56,110,0,82,14,58
19:09,5.2425,17.56,110,0,82,14,58
19:10,5.2481,17.56,112,0,83,14,58
19:11,5.2531,17.78,112,0,83,14,58
19:12,5.2568,17.99,115,0,84,14,58
19:13,5.2618,17.99,115,0,84,14,58
19:14,5.2674,17.99,112,0,83,14,58
19:15,5.2711,17.78,112,0,83,14,58
19:16,5.2767,17.78,112,0,83,14,58
19:17,5.2823,17.78,112,0,83,14,58
19:18,5.286,17.78,112,0,83,14,58
19:19,5.291,17.99,115,0,84,14,58
19:20,5.2966,17.99,115,0,84,14,58
19:21,5.3003,17.99,115,0,84,14,58
19:22,5.3059,17.99,115,0,84,14,58
19:23,5.3115,17.99,115,0,84,14,58
19:24,5.3171,17.99,115,0,84,14,58
19:25,5.3208,17.99,115,0,84,14,58
19:26,5.3264,17.99,115,0,84,14,58
19:27,5.3314,17.78,112,0,83,14,58
19:28,5.3351,17.78,112,0,83,14,58
19:29,5.3407,17.78,112,0,83,14,58
19:30,5.3463,17.78,112,0,83,14,58
19:31,5.35,17.78,112,0,83,14,58
19:32,5.3556,17.78,112,0,83,14,58
19:33,5.3606,17.78,112,0,83,14,58
19:34,5.3662,17.78,112,0,83,14,58
19:35,5.3699,17.78,112,0,83,14,58
19:36,5.3755,17.78,112,0,83,14,58
19:37,5.3805,17.78,112,0,83,14,58
19:38,5.3842,17.78,112,0,83,14,58
19:39,5.3898,17.56,110,0,82,14,58
19:40,5.396,17.56,112,0,83,14,58
19:41,5.3985,17.78,115,0,84,14,58
19:42,5.4041,17.99,117,0,85,14,58
19:43,5.4078,18.21,115,0,84,14,58
19:44,5.4134,18.21,112,0,83,14,58
19:45,5.4184,17.78,115,0,84,14,58
19:46,5.4239,17.99,115,0,84,14,58
19:47,5.4277,18.21,117,0,85,14,58
19:48,5.4333,18.21,117,0,85,14,58
19:49,5.4382,17.99,115,0,84,14,58
19:50,5.442,17.99,115,0,84,14,58
19:51,5.4476,17.99,112,0,83,14,58
19:52,5.4532,17.78,112,0,83,14,58
19:53,5.4569,17.78,112,0,83,14,58
19:54,5.4625,17.78,112,0,83,14,58
19:55,5.4674,17.78,112,0,83,14,58
19:56,5.473,17.78,112,0,83,14,58
19:57,5.4768,17.78,112,0,83,14,58
19:58,5.4824,17.78,112,0,83,14,58
19:59,5.4873,17.78,115,0,84,14,58
20:00,5.4911,17.99,115,0,84,14,58
20:01,5.4966,17.99,115,0,84,14,58
20:02,5.5022,17.99,112,0,83,14,58
20:03,5.506,17.78,115,0,84,14,58
20:04,5.5109,17.99,115,0,84,14,58
20:05,5.5165,17.99,115,0,84,14,58
20:06,5.5221,17.99,115,0,84,14,58
20:07,5.5259,17.99,115,0,84,14,58
20:08,5.5314,17.99,115,0,84,14,58
20:09,5.537,17.99,115,0,84,14,58
20:10,5.5401,17.99,115,0,84,14,58
20:11,5.5457,17.99,115,0,84,14,58
20:12,5.5513,17.99,115,0,84,14,58
20:13,5.5569,17.99,115,0,84,14,58
